PSG Operasyon Müdürl,PSG Operasyn mrkzi 2,Tesisat,Bildirim No,Sipariş No,ENLEM,BOYLAM,Toplam kwh,mahalle adı,ILCE_ADI,KAÇAK NEDENİ,HESAPLAMA YÖNTEMİ,NİTELİKLİ /NİTELİKSİZ DURUMU,Kulnc Drm.(CS Order),Sipariş türü,Gerçekleşen Tarih(sipariş),İşyeri/kaynak,Sonuç 1,Sonuç 1 grup kodu,Sonuç 2,Sonuç 2 grup kodu,Sonuç 3,Sonuç 3 grup kodu
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4013006220.0,599295059.0,687076853.0,41.0020708,29.1230716,62208,ÇAMLIK,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,23.11.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005959834.0,599020555.0,686841890.0,40.860382811105,29.2817561670807,61560,GÜZELYALI,PENDİK,4.0,1.0,NİTELİKLİ,OK,VC,11.11.2023,6800/50030221,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010734100.0,592171509.0,680969205.0,41.03005019,29.2290174777778,61205,TAŞDELEN,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,16.03.2023,6800/51740201,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4010980403.0,597544256.0,685558413.0,40.9234367639908,29.2835541940059,58336,ÇAMLIK,PENDİK,10.0,1.0,NİTELİKLİ,OK,ZM,18.09.2023,6800/50070075,HATTAN DA KESİLMELİ,DİĞER SONUÇLAR,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4005137380.0,594339672.0,682849960.0,40.9817965397977,29.1712190720175,57600,FERHATPAŞA,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,29.04.2023,6800/50030254,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006093236.0,595267223.0,683638574.0,41.0520435756968,29.08869406821,57600,DUMLUPINAR,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,15.06.2023,6800/50030253,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4006296440.0,599752643.0,687455531.0,40.9924480141007,29.0394627664844,57559,HASANPAŞA,KADIKÖY,4.0,1.0,NİTELİKLİ,OK,VC,15.12.2023,6800/50030217,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4006296440.0,599831577.0,687521265.0,40.9924480141007,29.0394627664844,57559,HASANPAŞA,KADIKÖY,12.0,1.0,NİTELİKLİ,OK,VL,20.12.2023,6800/50030217,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4010746359.0,595266595.0,683637994.0,41.0323792684889,29.1054298286045,56376,İNKILAP,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,15.06.2023,6800/50030255,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4005344883.0,596635272.0,684799310.0,41.0146603867245,29.1440105675903,56160,ALTINŞEHİR,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,07.08.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006260686.0,592845153.0,681562578.0,40.9332157028185,29.1269897070015,55670,ALTAYÇEŞME,MALTEPE,10.0,1.0,NİTELİKLİ,OK,Z9,13.02.2023,6800/50390101,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4012553153.0,595004191.0,683408116.0,40.9943025,29.0503567,55313,FİKİRTEPE,KADIKÖY,8.0,1.0,NİTELİKLİ,OK,VC,06.06.2023,6800/50030204,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4012553153.0,596124058.0,684371122.0,40.9943025,29.0503567,55313,FİKİRTEPE,KADIKÖY,8.0,1.0,NİTELİKLİ,OK,VC,20.07.2023,6800/50030207,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4012553153.0,597429492.0,685461826.0,40.9943025,29.0503567,55313,FİKİRTEPE,KADIKÖY,8.0,1.0,NİTELİKLİ,OK,VC,07.09.2023,6800/50030207,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4012553153.0,598244326.0,686161094.0,40.9943025,29.0503567,55313,FİKİRTEPE,KADIKÖY,8.0,1.0,NİTELİKLİ,OK,VC,10.10.2023,6800/50030207,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4005446173.0,599319959.0,687097033.0,40.981371828679,29.1877192406523,54000,FERHATPAŞA,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,24.11.2023,6800/50030260,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4011325862.0,598698669.0,686563750.0,41.0009288563011,29.1265352444773,54000,ÇAMLIK,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,26.10.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004461814.0,597125063.0,685200233.0,41.0145742774058,29.1035157161953,54000,İSTİKLAL,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,28.08.2023,6800/50030259,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005682080.0,599136701.0,686943118.0,40.9019125679318,29.2005129150992,53521,ESENTEPE,KARTAL,12.0,1.0,NİTELİKLİ,OK,VL,16.11.2023,6800/50030216,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005858309.0,598373314.0,686277933.0,40.9284433548537,29.152400985752,53024,ZÜMRÜTEVLER,MALTEPE,4.0,1.0,NİTELİKLİ,OK,VC,13.10.2023,6800/50030217,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004389417.0,596035071.0,684297430.0,40.9733730491962,29.1140241694064,52050,İÇERENKÖY,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,17.07.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4006327536.0,599269148.0,687055767.0,41.0251914424137,29.0383886087805,51840,ALTUNİZADE,ÜSKÜDAR,4.0,1.0,NİTELİKLİ,OK,VC,22.11.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005886116.0,598517781.0,686405361.0,40.8707435219333,29.2324307055919,51018,BATI,PENDİK,10.0,2.0,NİTELİKLİ,OK,VC,23.10.2023,6800/50340205,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005886116.0,599807650.0,687500415.0,40.8707435219333,29.2324307055919,51018,BATI,PENDİK,10.0,1.0,NİTELİKLİ,OK,ZM,18.12.2023,6800/50340205,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004576298.0,598670868.0,686539328.0,41.0450128173651,29.0455440837701,50646,BEYLERBEYİ,ÜSKÜDAR,12.0,2.0,NİTELİKLİ,OK,VL,25.10.2023,6800/50030250,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4010200588.0,599807940.0,687501057.0,40.9186282560812,29.3033573325291,50363,YENİŞEHİR,PENDİK,12.0,1.0,NİTELİKLİ,OK,VL,19.12.2023,6800/50030239,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005795492.0,599771771.0,687470268.0,40.990128236509,29.0477649771923,49938,EĞİTİM,KADIKÖY,10.0,1.0,NİTELİKLİ,OK,VC,18.12.2023,6800/50030212,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012199574.0,592796065.0,681518707.0,41.0188188473694,29.1334161814302,48880,IHLAMURKUYU,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,ZM,10.02.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004202117.0,599136737.0,686943099.0,40.9138886137436,29.2076101231347,48389,ORTA,KARTAL,12.0,1.0,NİTELİKLİ,OK,VL,16.11.2023,6800/50030216,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005817248.0,597720807.0,685710659.0,40.8762301134048,29.2567853116071,47520,KAYNARCA,PENDİK,4.0,1.0,NİTELİKLİ,OK,VC,19.09.2023,6800/50030221,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4005186881.0,596767620.0,684908572.0,40.9787502528869,29.1419892914731,46080,KAYIŞDAĞI,ATAŞEHİR,10.0,1.0,NİTELİKLİ,OK,VC,12.08.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4005994323.0,593819678.0,682414674.0,40.9664052889924,29.2531377686503,45707,ABDURRAHMANGAZİ,SULTANBEYLİ,12.0,1.0,NİTELİKLİ,OK,VL,31.03.2023,6800/50030237,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4004955854.0,599770458.0,687469338.0,40.9887042481157,29.0558984451109,45360,EĞİTİM,KADIKÖY,4.0,1.0,NİTELİKLİ,OK,VC,16.12.2023,6800/50030217,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4012511002.0,598960101.0,686791197.0,41.0567029658134,29.0580385043213,45360,KULELİ,ÜSKÜDAR,4.0,1.0,NİTELİKLİ,OK,VC,09.11.2023,6800/50030253,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4003874083.0,599620916.0,687345953.0,40.9959406868904,29.0241291064026,45074,RASİMPAŞA,KADIKÖY,5.0,1.0,NİTELİKLİ,OK,VC,08.12.2023,6800/50030212,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,ŞİLE O.M.,4012295552.0,596291407.0,684511191.0,41.1289584673941,29.5899129956961,44942,KARAMANDERE,ŞİLE,12.0,2.0,NİTELİKLİ,OK,VL,26.07.2023,6800/50640201,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006141387.0,599652040.0,687371568.0,40.9202504179759,29.1507304046252,44914,CEVİZLİ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,11.12.2023,6800/50030211,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004739022.0,595046187.0,683444851.0,41.0545241513321,29.1181965380107,44556,İNKILAP,ÜMRANİYE,12.0,1.0,NİTELİKLİ,OK,VL,09.06.2023,6800/50030253,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4005882212.0,595284754.0,683653854.0,41.0164610636457,29.0296959471452,44342,VALİDE-İ ATİK,ÜSKÜDAR,12.0,1.0,NİTELİKLİ,OK,VL,19.06.2023,6800/50030250,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4006115404.0,599057576.0,686873694.0,40.9648765827594,29.1015855149829,43981,KOZYATAĞI,KADIKÖY,12.0,1.0,NİTELİKLİ,OK,VL,14.11.2023,6800/50030212,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005489764.0,595308649.0,683675094.0,40.9066996270381,29.1902308779583,43638,ESENTEPE,KARTAL,10.0,1.0,NİTELİKLİ,OK,VC,16.06.2023,6800/50030221,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006295575.0,599228042.0,687020945.0,40.9273541242037,29.1592703594645,43356,GÜLSUYU,MALTEPE,4.0,1.0,NİTELİKLİ,OK,VC,21.11.2023,6800/50030217,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4005215248.0,597870668.0,685839607.0,41.0504236990001,29.078678159,43286,BAHÇELİEVLER,ÜSKÜDAR,5.0,1.0,NİTELİKLİ,OK,VC,25.09.2023,6800/50030249,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4004084378.0,597510391.0,685530466.0,40.8760016226131,29.2570854511189,43200,KAYNARCA,PENDİK,4.0,1.0,NİTELİKLİ,OK,VC,11.09.2023,6800/50030221,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4003986884.0,594499646.0,682982953.0,41.0406266409762,29.0985322878915,43200,ELMALIKENT,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,ZM,22.05.2023,6800/50030253,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004416078.0,593510397.0,682151329.0,40.9795076348818,29.1097506865201,42275,KÜÇÜKBAKKALKÖY,ATAŞEHİR,10.0,1.0,NİTELİKLİ,OK,VC,16.03.2023,6800/50030250,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4010457480.0,596308181.0,684524605.0,41.02657368611,29.1814678050082,41850,HAMİDİYE,ÇEKMEKÖY,4.0,1.0,NİTELİKLİ,OK,VC,26.07.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010079583.0,599716701.0,687425402.0,40.9674652838081,29.2585272994174,40811,ABDURRAHMANGAZİ,SULTANBEYLİ,12.0,1.0,NİTELİKLİ,OK,VL,14.12.2023,6800/50030237,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004103207.0,594279166.0,682799321.0,40.8874007442252,29.1846482404913,40759,KORDONBOYU,KARTAL,4.0,1.0,NİTELİKLİ,OK,VC,26.04.2023,6800/50030210,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4006351567.0,595684874.0,684041248.0,41.0232433059361,29.1462272949796,40572,CEMİL MERİÇ,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,ZM,06.07.2023,6800/50030252,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4011936451.0,598110016.0,686048201.0,40.9230522015599,29.1498100441312,40424,CEVİZLİ,MALTEPE,4.0,1.0,NİTELİKLİ,OK,VC,03.10.2023,6800/50030217,HATTAN DA KESİLMELİ,DİĞER SONUÇLAR,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4004643107.0,593378615.0,682037502.0,40.9900825711401,29.0613981203411,40392,DUMLUPINAR,KADIKÖY,4.0,1.0,NİTELİKLİ,OK,VC,09.03.2023,6800/50030217,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4012368256.0,595208756.0,683588692.0,40.9019791015557,29.2007204610854,40186,ESENTEPE,KARTAL,10.0,1.0,NİTELİKLİ,OK,VC,13.06.2023,6800/50030214,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005168049.0,594899800.0,683316692.0,40.9901063151597,29.030711793764,39917,OSMANAĞA,KADIKÖY,4.0,1.0,NİTELİKLİ,OK,VC,01.06.2023,6800/50030204,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004465941.0,595050887.0,683457874.0,40.9842294062184,29.1134960438614,39360,KÜÇÜKBAKKALKÖY,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,ZM,23.06.2023,6800/50030259,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004076933.0,594673270.0,683127760.0,41.0157649400439,29.1358670679731,39300,TEPEÜSTÜ,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,20.05.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004250838.0,595737467.0,684048687.0,41.0257739673559,29.0912534413131,39270,ATATÜRK,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VL,11.07.2023,6800/50030250,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4006250728.0,594907116.0,683329378.0,40.9049474350007,29.2213649401547,39166,CUMHURİYET,KARTAL,4.0,1.0,NİTELİKLİ,OK,ZM,02.06.2023,6800/50030213,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4005611730.0,596632517.0,684796913.0,40.9695517143877,29.109962796065,38880,İÇERENKÖY,ATAŞEHİR,6.0,1.0,NİTELİKLİ,OK,VC,07.08.2023,6800/50030259,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012881757.0,595956285.0,684232949.0,41.0573974,28.6833532,38880,ESENKENT,ÜMRANİYE,8.0,1.0,NİTELİKLİ,OK,VC,14.07.2023,6800/50030253,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004456381.0,596760583.0,684903610.0,40.9197421098588,29.1295508092394,38880,YALI,MALTEPE,4.0,1.0,NİTELİKLİ,OK,VC,11.08.2023,6800/50030221,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,TUZLA O.M.,4012803802.0,593777511.0,682379366.0,40.8253609391867,29.3061012671821,38880,POSTANE,TUZLA,9.0,1.0,NİTELİKLİ,OK,ZM,10.04.2023,6800/50030201,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4006157317.0,597473515.0,685499786.0,40.871570678135,29.2639767660252,38160,KAYNARCA,PENDİK,4.0,1.0,NİTELİKLİ,OK,VC,08.09.2023,6800/50030221,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004826758.0,597569835.0,685580151.0,40.9721270981245,29.2469317596406,38152,VEYSEL KARANİ,SANCAKTEPE,12.0,1.0,NİTELİKLİ,OK,VL,13.09.2023,6800/50030241,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4006209326.0,598942219.0,686774800.0,40.8964955622539,29.2530133892821,37296,VELİBABA,PENDİK,12.0,1.0,NİTELİKLİ,OK,VL,07.11.2023,6800/50030216,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005112723.0,598942200.0,686774595.0,40.8975174056896,29.2633767178356,36476,VELİBABA,PENDİK,12.0,1.0,NİTELİKLİ,OK,VL,07.11.2023,6800/50030216,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006313510.0,596865444.0,684988795.0,41.0142996312686,29.0871826374939,36288,CUMHURİYET,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,22.08.2023,6800/50030219,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006313510.0,598958894.0,686790121.0,41.0142996312686,29.0871826374939,36288,CUMHURİYET,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,08.11.2023,6800/50030251,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
